GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN6517	AN6517	ORF|Uncharacterized	ASPL0000003913	Ortholog(s) have role in DNA strand elongation involved in DNA replication, UV-damage excision repair and Elg1 RFC-like complex localization	AN6517.2	2870682
AN6518	AN6518	ORF|Uncharacterized	ASPL0000008782	Has domain(s) with predicted hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds activity and role in carbohydrate metabolic process	AN6518.2	2870209
AN6520	AN6520	ORF|Uncharacterized	ASPL0000006224	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN6520.2	2870210
AN6521	lysF	ORF|Verified	ASPL0000002062	Homoaconitate hydratase, enzyme of the lysine biosynthesis pathway; negatively regulated by the CCAAT-binding complex AnCF (HapB/C/E)	AN6521.2	2870212
AN6522	AN6522	ORF|Uncharacterized	ASPL0000007078	Putative mitochondrial GTPase; ortholog of S. cerevisiae Mss1p; expression upregulated after exposure to farnesol	AN6522.2	2870683
AN6523	sepA	ORF|Verified	ASPL0000002931	Formin; FH1/2 domain protein; colocalizes with TeaA at cell apex, localization is actin-dependent; required for the formation of actin rings at sites of septation; mutant spores exhibit a random pattern of germ tube emergence	AN6523.2	2870211
AN6524	AN6524	ORF|Uncharacterized	ASPL0000007942	Ortholog of A. fumigatus Af293 : Afu6g04930, A. niger CBS 513.88 : An15g00400, A. oryzae RIB40 : AO090701000045, Aspergillus wentii : Aspwe1_0036161 and Aspergillus sydowii : Aspsy1_0037126	AN6524.2	2870214
AN6525	aciA	ORF|Verified	ASPL0000003895	Putative formate dehydrogenase with a predicted role in oxalic acid metabolism; intracellular; protein abundance decreased by menadione stress; inducible by acetate; expression reduced after exposure to farnesol	AN6525.2	2870218
AN6526	AN6526	ORF|Uncharacterized	ASPL0000008770	Ortholog(s) have leucine-tRNA ligase activity, pre-mRNA intronic binding activity, role in Group I intron splicing, leucyl-tRNA aminoacylation, mitochondrial translation and mitochondrion localization	AN6526.2	2870217
AN6527	AN6527	ORF|Uncharacterized	ASPL0000004818	Ortholog of A. nidulans FGSC A4 : AN5581, A. fumigatus Af293 : Afu6g04900, Afu4g11477, A. niger CBS 513.88 : An14g03410, An04g05110 and A. oryzae RIB40 : AO090701000049, AO090003001075	AN6527.2	2870216
AN6528	AN6528	ORF|Uncharacterized	ASPL0000000648	Protein predicted to have a role in pheromone precursor processing	AN6528.2	2870219
AN6529	AN6529	ORF|Uncharacterized	ASPL0000005658	Ortholog of A. fumigatus Af293 : Afu6g04880, A. niger CBS 513.88 : An15g00440, A. oryzae RIB40 : AO090701000051, Aspergillus wentii : Aspwe1_0326252 and Aspergillus sydowii : Aspsy1_0164130	AN6529.2	2870215
AN6530	AN6530	ORF|Uncharacterized	ASPL0000007055	Ortholog(s) have 1-acylglycerol-3-phosphate O-acyltransferase activity, 1-acylglycerophosphocholine O-acyltransferase activity, O-acyltransferase activity and role in glycerophospholipid biosynthetic process	AN6530.2	2870220
AN6531	vps45	ORF|Uncharacterized	ASPL0000002925	Putative Sec1p-like protein with a predicted role in vacuolar protein sorting	AN6531.2	2870221
AN6532	AN6532	ORF|Uncharacterized	ASPL0000007938	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN6532.2	2870222
AN6533	hypA	ORF|Verified	ASPL0000003889	Component of the TRAPII complex; required for normal morphology; mutants are defective in polarity maintenance and secretion; ortholog of S. cerevisiae Trs120p, involved in targeting and fusion of ER-Golgi vesicles	AN6533.2	2870227
AN6534	AN6534	ORF|Uncharacterized	ASPL0000008764	Putative mannosylinositol phosphorylceramide (MIP2C) synthase with a predicted role in sphingoglycolipid metabolism	AN6534.2	2870213
AN6535	AN6535	ORF|Verified	ASPL0000004814	Transcript induced in response to calcium dichloride in a CrzA-dependent manner	AN6535.2	2870224
AN6536	hisB	ORF|Verified	ASPL0000000644	Imidazole glycerol-phosphate dehydratase, catalyzes the seventh enzymatic step in histidine biosynthesis; expression is under the cross-pathway control regulatory system; mutation blocks sexual development	AN6536.2	2870225
AN6537	AN6537	ORF|Uncharacterized	ASPL0000005654	Ortholog of A. fumigatus Af293 : Afu6g04705, A. oryzae RIB40 : AO090701000069, Aspergillus wentii : Aspwe1_0168393, Aspergillus sydowii : Aspsy1_0051755 and Aspergillus terreus NIH2624 : ATET_06977	AN6537.2	2870226
AN6538	AN6538	ORF|Uncharacterized	ASPL0000001478	Has domain(s) with predicted phospholipid binding activity	AN6538.2	2870223
AN6540	AN6540	ORF|Uncharacterized	ASPL0000007918	Ortholog(s) have role in mitochondrial RNA catabolic process, positive regulation of mitochondrial RNA catabolic process and mitochondrial envelope localization	AN6540.2	2870265
AN6541	AN6541	ORF|Uncharacterized	ASPL0000003883	Putative ligase with a predicted role in purine metabolism	AN6541.2	2870266
AN6542	actA	ORF|Verified	ASPL0000008752	Gamma-actin	AN6542.2	2870269
AN6543	AN6543	ORF|Uncharacterized	ASPL0000004813	Ortholog(s) have adenyl-nucleotide exchange factor activity, role in cytoplasm protein quality control by the ubiquitin-proteasome system and cytosol localization	AN6543.2	2870228
AN6544	AN6544	ORF|Uncharacterized	ASPL0000000636	Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and Vps55/Vps68 complex, fungal-type vacuole membrane localization	AN6544.2	2870271
AN6545	AN6545	ORF|Uncharacterized	ASPL0000005650	Ortholog of A. niger CBS 513.88 : An15g00530, Neosartorya fischeri NRRL 181 : NFIA_051320, Aspergillus wentii : Aspwe1_0024424 and Aspergillus versicolor : Aspve1_0044177	AN6545.2	2870272
AN6546	AN6546	ORF|Uncharacterized	ASPL0000001472	Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and Vps55/Vps68 complex, late endosome localization	AN6546.2	2870270
AN6547	AN6547	ORF|Uncharacterized	ASPL0000006553	Ortholog(s) have role in proteasomal ubiquitin-independent protein catabolic process, proteasome-mediated ubiquitin-dependent protein catabolic process	AN6547.2	2870268
AN6548	AN6548	ORF|Uncharacterized	ASPL0000002350	Ortholog(s) have role in response to purine-containing compound	AN6548.2	2870273
AN6549	AN6549	ORF|Uncharacterized	ASPL0000007317	Ortholog(s) have transcription coactivator activity, role in RNA polymerase II preinitiation complex assembly, positive regulation of transcription by RNA polymerase II and core mediator complex, mediator complex localization	AN6549.2	2870275
AN6550	pabaA	ORF|Verified	ASPL0000008740	Para-aminobenzoic acid synthase, enzyme of folic acid biosynthesis	AN6550.2	2870276
AN6551	AN6551	ORF|Uncharacterized	ASPL0000004793	Has domain(s) with predicted ATP binding activity	AN6551.2	2870277
AN6552	AN6552	ORF|Uncharacterized	ASPL0000000631	Putative F-box protein	AN6552.2	2870274
AN6553	AN6553	ORF|Uncharacterized	ASPL0000005634	Ortholog(s) have double-stranded DNA binding activity	AN6553.2	2870319
AN6554	AN6554	ORF|Uncharacterized	ASPL0000001462	Ortholog(s) have role in CENP-A containing chromatin organization and chromosome, centromeric core domain, chromosome, centromeric region, condensed nuclear chromosome, centromeric region, nuclear chromatin localization	AN6554.2	2870320
AN6555	AN6555	ORF|Uncharacterized	ASPL0000006527	Ortholog(s) have acylglycerol lipase activity, triglyceride lipase activity and role in medium-chain fatty acid biosynthetic process, triglyceride metabolic process	AN6555.2	2870322
AN6556	AN6556	ORF|Uncharacterized	ASPL0000002346	Ortholog(s) have mRNA binding activity	AN6556.2	2870323
AN6557	AN6557	ORF|Uncharacterized	ASPL0000007309	Ortholog(s) have mitochondrial respiratory chain complex I, peripheral segment localization	AN6557.2	2870326
AN6558	AN6558	ORF|Uncharacterized	ASPL0000003267	Ortholog(s) have DNA-directed 5'-3' RNA polymerase activity, RNA polymerase I activity, RNA polymerase III activity	AN6558.2	2870324
AN6559	AN6559	ORF|Uncharacterized|transposable element gene	ASPL0000008186	Predicted DDE1 transposon-related ORF	AN6559.2	2870325
AN6560	AN6560	ORF|Uncharacterized	ASPL0000000623	Ortholog of A. fumigatus Af293 : Afu6g04600, A. niger CBS 513.88 : An15g00728, A. oryzae RIB40 : AO090701000086, Aspergillus wentii : Aspwe1_0324754 and Aspergillus sydowii : Aspsy1_0037161	AN6560.2	2870328
AN6561	AN6561	ORF|Uncharacterized	ASPL0000005620	Ortholog(s) have role in cleavage involved in rRNA processing, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit biogenesis and 90S preribosome, nucleolus localization	AN6561.2	2870329
AN6562	AN6562	ORF|Uncharacterized	ASPL0000001456	Ortholog of A. fumigatus Af293 : Afu6g04580, A. niger CBS 513.88 : An15g00740, A. oryzae RIB40 : AO090701000088, Aspergillus wentii : Aspwe1_0036108 and Aspergillus sydowii : Aspsy1_0051771	AN6562.2	2870327
AN6563	AN6563	ORF|Verified	ASPL0000006513	Putative translation elongation factor EF-1 gamma; ortholog of S. cerevisiae Cam1p; expression reduced after exposure to farnesol	AN6563.2	2870321
AN6564	AN6564	ORF|Uncharacterized	ASPL0000002338	Ortholog(s) have structural constituent of ribosome activity, role in aerobic respiration and mitochondrial ribosome, mitochondrial small ribosomal subunit localization	AN6564.2	2870686
AN6565	AN6565	ORF|Uncharacterized	ASPL0000007294	Ortholog of A. fumigatus Af293 : Afu6g04550, A. niger CBS 513.88 : An15g00790, Aspergillus wentii : Aspwe1_0036103 and Aspergillus sydowii : Aspsy1_0164397	AN6565.2	2870685
AN6566	cnaB	ORF|Uncharacterized	ASPL0000003249	Calcium-dependent protein serine/threonine phosphatase; calcineurin regulatory subunit; extragenic suppressor of a crzA null mutation; role in hyphal branching frequency	AN6566.2	2870688
AN6567	AN6567	ORF|Uncharacterized	ASPL0000008178	Ortholog(s) have role in histone acetylation and NuA4 histone acetyltransferase complex localization	AN6567.2	2870687
AN6568	AN6568	ORF|Uncharacterized	ASPL0000004144	Ortholog(s) have protein-lysine N-methyltransferase activity, role in regulation of cytoplasmic translation in response to stress and nucleus localization	AN6568.2	2870689
AN6569	kaeA	ORF|Uncharacterized	ASPL0000009026	Putative component of the EKC/KEOPS complex, involved in regulation of arginine metabolism	AN6569.2	2870692
AN6570	AN6570	ORF|Uncharacterized	ASPL0000001446	Ortholog(s) have AMP-activated protein kinase activity, receptor signaling complex adaptor activity	AN6570.2	2870691
AN6571	AN6571	ORF|Uncharacterized	ASPL0000006503	Ortholog(s) have alpha-1,2-mannosyltransferase activity, role in mannan biosynthetic process, protein glycosylation, protein mannosylation and Golgi apparatus localization	AN6571.2	2870693
AN6572	AN6572	ORF|Uncharacterized	ASPL0000002330	Ortholog(s) have ATPase activity, lipid binding, protein kinase activity	AN6572.2	2870694
AN6573	AN6573	ORF|Uncharacterized	ASPL0000007284	Ortholog(s) have role in urea metabolic process	AN6573.2	2870690
AN6574	AN6574	ORF|Uncharacterized	ASPL0000003223	Ortholog(s) have DNA replication origin binding, ubiquitin protein ligase activity, ubiquitin-protein transferase activity	AN6574.2	2870642
AN6575	AN6575	ORF|Uncharacterized	ASPL0000008164	Has domain(s) with predicted chromatin binding activity	AN6575.2	2870644
AN6576	AN6576	ORF|Merged/Split|Uncharacterized	ASPL0000004138	Ortholog(s) have acireductone dioxygenase (Ni2+-requiring) activity and role in L-methionine salvage from methylthioadenosine		
AN6577	AN6577	ORF|Uncharacterized	ASPL0000009022	Ortholog(s) have role in mitochondrial tRNA wobble uridine modification and mitochondrion localization	AN6577.2	2870641
AN6578	osaA	ORF|Verified	ASPL0000005041	Protein with WOPR domain involved in regulation of sexual development	AN6578.2	2870646
AN6579	AN6579	ORF|Uncharacterized	ASPL0000000879	Ortholog of A. fumigatus Af293 : Afu6g04470, A. niger CBS 513.88 : An15g01120, A. oryzae RIB40 : AO090701000109, Aspergillus wentii : Aspwe1_0179993 and Aspergillus terreus NIH2624 : ATET_07015	AN6579.2	2870645
AN6580	AN6580	ORF|Uncharacterized	ASPL0000002312	Putative cardiolipin synthase with a predicted role in phospholipid metabolism	AN6580.2	2870649
AN6581	AN6581	ORF|Uncharacterized	ASPL0000007264	Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport	AN6581.2	2870648
AN6582	AN6582	ORF|Uncharacterized	ASPL0000003197	Protein of unknown function	AN6582.2	2870650
AN6583	AN6583	ORF|Uncharacterized	ASPL0000008138	Has domain(s) with predicted phosphoric diester hydrolase activity, role in DNA repair and nucleus localization	AN6583.2	2870643
AN6584	AN6584	ORF|Uncharacterized	ASPL0000004128	Ortholog of A. niger CBS 513.88 : An15g01155, Aspergillus wentii : Aspwe1_0024373, Aspergillus versicolor : Aspve1_0054818 and Aspergillus niger ATCC 1015 : 181821-mRNA	AN6584.2	2870652
AN6585	AN6585	ORF|Uncharacterized	ASPL0000009016	Ortholog(s) have RNA helicase activity, role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosome biogenesis and nucleolus, small-subunit processome localization	AN6585.2	2870655
AN6586	AN6586	ORF|Uncharacterized	ASPL0000005035	Ortholog of A. fumigatus Af293 : Afu6g04320, A. niger CBS 513.88 : An15g01170, Neosartorya fischeri NRRL 181 : NFIA_050850, Aspergillus wentii : Aspwe1_0036058 and Aspergillus versicolor : Aspve1_0044233	AN6586.2	2870651
AN6587	AN6587	ORF|Uncharacterized	ASPL0000000865	Has domain(s) with predicted RNA binding activity	AN6587.2	2870653
AN6588	AN6588	ORF|Uncharacterized	ASPL0000005876	Ortholog of A. fumigatus Af293 : Afu6g04300, A. niger CBS 513.88 : An15g01200, A. oryzae RIB40 : AO090701000121, Aspergillus wentii : Aspwe1_0048668 and Aspergillus sydowii : Aspsy1_0164200	AN6588.2	2870654
AN6589	AN6589	ORF|Uncharacterized	ASPL0000001716	Ortholog(s) have mannose-ethanolamine phosphotransferase activity, transferase activity, transferring phosphorus-containing groups activity	AN6589.2	2870659
AN6590	AN6590	ORF|Uncharacterized	ASPL0000003193	Ortholog(s) have GTPase activator activity	AN6590.2	2870656
AN6591	cse1	ORF|Verified	ASPL0000008118	Essential nuclear export receptor; ortholog of S. cerevisiae Cse1p; expression reduced after exposure to farnesol	AN6591.2	2870658
AN6592	AN6592	ORF|Uncharacterized	ASPL0000004122	Ortholog of A. oryzae RIB40 : AO090701000126, Aspergillus wentii : Aspwe1_0048664, Aspergillus sydowii : Aspsy1_0164288 and Aspergillus terreus NIH2624 : ATET_07031	AN6592.2	2870660
AN6593	AN6593	ORF|Uncharacterized	ASPL0000009006	Ortholog(s) have unfolded protein binding activity, role in mitochondrial respiratory chain complex IV assembly and integral component of mitochondrial inner membrane, mitochondrial inner membrane, plasma membrane localization	AN6593.2	2870657
AN6594	AN6594	ORF|Uncharacterized	ASPL0000005031	Ortholog(s) have ATP binding, magnesium ion binding activity and role in eukaryotic translation initiation factor 2 complex assembly, positive regulation of translational initiation	AN6594.2	2870661
AN6596	AN6596	ORF|Uncharacterized	ASPL0000005870	Ortholog of A. fumigatus Af293 : Afu6g04060, A. niger CBS 513.88 : An15g01300, A. oryzae RIB40 : AO090701000130, Aspergillus wentii : Aspwe1_0065449 and Aspergillus sydowii : Aspsy1_0051825	AN6596.2	2870663
AN6597	AN6597	ORF|Uncharacterized	ASPL0000001702	Ortholog of A. fumigatus Af293 : Afu6g04070, A. niger CBS 513.88 : An15g01310, A. oryzae RIB40 : AO090701000131, Aspergillus wentii : Aspwe1_0036042 and Aspergillus sydowii : Aspsy1_0125916	AN6597.2	2870516
AN6598	AN6598	ORF|Uncharacterized	ASPL0000006743	Ortholog(s) have role in endocytosis and endocytic vesicle, nucleus localization	AN6598.2	2870517
AN6599	AN6599	ORF|Uncharacterized	ASPL0000002583	Ortholog of S. cerevisiae : YGR021W, A. fumigatus Af293 : Afu6g04090, A. niger CBS 513.88 : An15g01330, A. oryzae RIB40 : AO090701000133 and Aspergillus wentii : Aspwe1_0168330	AN6599.2	2870515
AN6600	AN6600	ORF|Uncharacterized	ASPL0000005949	Ortholog(s) have role in CENP-A containing chromatin organization, mitotic sister chromatid segregation, protein localization to kinetochore	AN6600.2	2870520
AN6601	AN6601	ORF|Uncharacterized	ASPL0000001778	Has domain(s) with predicted integral component of membrane localization	AN6601.2	2870519
AN6602	AN6602	ORF|Uncharacterized	ASPL0000006843	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN6602.2	2870521
AN6603	AN6603	ORF|Uncharacterized	ASPL0000002673	Ortholog of A. fumigatus Af293 : Afu6g04140, A. niger CBS 513.88 : An15g01370, Aspergillus wentii : Aspwe1_0036035, Aspergillus sydowii : Aspsy1_0037213 and Aspergillus terreus NIH2624 : ATET_07041	AN6603.2	2870514
AN6604	AN6604	ORF|Uncharacterized	ASPL0000007659	Ortholog(s) have ATPase activity, tRNA binding activity, role in tRNA modification and Elongator holoenzyme complex, cytoplasm, nucleus localization	AN6604.2	2870523
AN6606	AN6606	ORF|Uncharacterized	ASPL0000008468	Ortholog(s) have mannosyl-oligosaccharide glucosidase activity	AN6606.2	2870536
AN6607	AN6607	ORF|Uncharacterized	ASPL0000004473	Ortholog of Aspergillus versicolor : Aspve1_0031172 and Aspergillus sydowii : Aspsy1_0073667	AN6607.2	2870537
AN6608	AN6608	ORF|Uncharacterized	ASPL0000000382	Has domain(s) with predicted role in regulation of transcription by RNA polymerase II	AN6608.2	2870524
AN6609	AN6609	ORF|Uncharacterized	ASPL0000005369	Has domain(s) with predicted zinc ion binding activity	AN6609.2	2870539
AN6610	AN6610	ORF|Uncharacterized	ASPL0000006831	Putative phosphatidylglycerol phosphate phosphatase with a predicted role in phospholipid metabolism	AN6610.2	2870541
AN6611	AN6611	ORF|Uncharacterized	ASPL0000002647	Ortholog(s) have role in ascospore formation, asymmetric protein localization to old mitotic spindle pole body, intra-S DNA damage checkpoint and negative regulation of septation initiation signaling, more	AN6611.2	2870540
AN6612	AN6612	ORF|Uncharacterized	ASPL0000007655	Ortholog(s) have role in maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	AN6612.2	2870542
AN6613	AN6613	ORF|Uncharacterized	ASPL0000003615	Ortholog of A. fumigatus Af293 : Afu6g04265, A. niger CBS 513.88 : An15g01490, A. oryzae RIB40 : AO090701000146, Aspergillus wentii : Aspwe1_0322074 and Aspergillus sydowii : Aspsy1_0164382	AN6613.2	2870543
AN6614	dnfD	ORF|Uncharacterized	ASPL0000008463	Putative flippase, type 4 P-type ATPase involved in distribution lipids	AN6614.2	2870518
AN6615	AN6615	ORF|Uncharacterized	ASPL0000004457	Ortholog of A. fumigatus Af293 : Afu6g03960, A. niger CBS 513.88 : An15g01520, A. oryzae RIB40 : AO090701000149, Aspergillus wentii : Aspwe1_0048642 and Aspergillus sydowii : Aspsy1_0214118	AN6615.2	2870538
AN6616	nuvG	ORF|Uncharacterized	ASPL0000000370	Protein with homology to PCNA-like DNA damage sensor	AN6616.2	2870545
AN6617	AN6617	ORF|Uncharacterized	ASPL0000005349	Has domain(s) with predicted microtubule binding activity and role in cell cycle arrest	AN6617.2	2870588
AN6618	AN6618	ORF|Uncharacterized	ASPL0000001216	Has domain(s) with predicted intracellular localization	AN6618.2	2870591
AN6620	AN6620	ORF|Uncharacterized	ASPL0000007629	Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process	AN6620.2	2870592
AN6621	AN6621	ORF|Verified	ASPL0000003609	Ortholog of A. nidulans FGSC A4 : AN7403, A. fumigatus Af293 : Afu8g01810, A. niger CBS 513.88 : An05g02280, A. oryzae RIB40 : AO090026000198 and Aspergillus wentii : Aspwe1_0151553, Aspwe1_0177691	AN6621.2	2870544
AN6622	AN6622	ORF|Uncharacterized	ASPL0000008455	Ortholog of Aspergillus versicolor : Aspve1_0197528, Aspergillus sydowii : Aspsy1_0095517, Aspergillus terreus NIH2624 : ATET_01376 and Aspergillus carbonarius ITEM 5010 : Acar5010_508676	AN6622.2	2870589
AN6623	AN6623	ORF|Uncharacterized	ASPL0000004453	Has domain(s) with predicted transporter activity, role in transmembrane transport and integral component of membrane, plasma membrane localization	AN6623.2	2870595
AN6624	AN6624	ORF|Uncharacterized	ASPL0000000344	Ortholog of A. niger CBS 513.88 : An15g01640, A. oryzae RIB40 : AO090701000161, Aspergillus wentii : Aspwe1_0048634, Aspergillus versicolor : Aspve1_0086150 and Aspergillus zonatus : Aspzo1_0135880	AN6624.2	2870593
AN6625	AN6625	ORF|Uncharacterized	ASPL0000005335	Ortholog of A. fumigatus Af293 : Afu6g03900, A. niger CBS 513.88 : An15g01620, A. oryzae RIB40 : AO090701000157, Aspergillus wentii : Aspwe1_0024331 and Aspergillus sydowii : Aspsy1_0092034	AN6625.2	2870596
AN6626	AN6626	ORF|Uncharacterized	ASPL0000001200	Has domain(s) with predicted integral component of membrane localization	AN6626.2	2870594
AN6627	AN6627	ORF|Uncharacterized	ASPL0000006202	Ortholog(s) have signal recognition particle binding activity, role in protein targeting to ER and endoplasmic reticulum membrane, signal recognition particle receptor complex localization	AN6627.2	2870372
AN6628	AN6628	ORF|Uncharacterized	ASPL0000002038	Ortholog(s) have role in establishment or maintenance of cell polarity	AN6628.2	2870597
AN6629	AN6629	ORF|Uncharacterized	ASPL0000007033	Putative ribosomal protein L14; ortholog of S. cerevisiae Rpl14Ap; expression reduced after exposure to farnesol	AN6629.2	2870373
AN6630	AN6630	ORF|Uncharacterized	ASPL0000008445	Putative nascent polypeptide-associated complex subunit alpha; induced by rapamycin-induced autophagy	AN6630.2	2870379
AN6631	AN6631	ORF|Uncharacterized	ASPL0000004445	Putative F1F0-ATPase complex subunit with a predicted role in energy metabolism; protein expressed at increased levels in a hapX mutant versus wild-type	AN6631.2	2870376
AN6632	AN6632	ORF|Uncharacterized	ASPL0000000338	Putative 40S ribosomal protein S28; ortholog of S. cerevisiae Rps28Bp; expression reduced after exposure to farnesol	AN6632.2	2870378
AN6633	AN6633	ORF|Uncharacterized	ASPL0000005331	Protein of unknown function; transcript is induced by nitrate	AN6633.2	2870374
AN6634	AN6634	ORF|Uncharacterized	ASPL0000001196	Ortholog of A. fumigatus Af293 : Afu6g03780, A. niger CBS 513.88 : An03g03510, A. oryzae RIB40 : AO090701000171, Aspergillus wentii : Aspwe1_0048626 and Aspergillus sydowii : Aspsy1_0157274	AN6634.2	2870375
AN6635	yA	ORF|Verified	ASPL0000006190	Conidial laccase (p-diphenol oxidase) involved in dark green pigment production of conidium wall; regulated by abaA; transcript accumulates during conidiophore development; mutants produce yellow colonies; upregulated in during hypoxia	AN6635.2	2870381
AN6636	AN6636	ORF|Uncharacterized	ASPL0000002032	Ortholog(s) have role in reciprocal meiotic recombination	AN6636.2	2870391
AN6638	dmtA	ORF|Verified	ASPL0000002899	Protein with homology to cytosine methyltransferases; required for early sexual development and formation of viable ascospores; dmtA locus also encodes an anti-sense transcript tmdA	AN6638.2	2870392
AN6639	mcdB	ORF|Uncharacterized	ASPL0000007894	Putative 2-methylcitrate dehydratase with a predicted role in lysine metabolism	AN6639.2	2870380
AN6640	AN6640	ORF|Uncharacterized	ASPL0000000320	Has domain(s) with predicted hydrolase activity and role in metabolic process	AN6640.2	2870382
AN6641	AN6641	ORF|Uncharacterized	ASPL0000005319	Has domain(s) with predicted role in cellular process	AN6641.2	2870395
AN6642	enaA	ORF|Uncharacterized	ASPL0000001188	Putative potassium-transporting ATPase with a predicted role in energy metabolism; locus contains the conserved upstream open reading frames (uORFs) AN6642-uORF and AN6642-uORF.2	AN6642.2	2870393
AN6642-uORF	AN6642-uORF	uORF|Uncharacterized	ASPL0000360886	Conserved upstream open reading frame (uORF) of AN6642/enaA; uORFs are capable of mediating translational repression of their downstream ORF		
AN6642-uORF.2	AN6642-uORF.2	uORF|Uncharacterized	ASPL0000360894	Conserved upstream open reading frame (uORF) of AN6642/enaA; uORFs are capable of mediating translational repression of their downstream ORF		
AN6643	bioB	ORF|Verified	ASPL0000006186	Putative biotin synthase with a predicted role in Coenzyme A and pantothenate biosynthesis	AN6643.2	2870394
AN6644	biA	ORF|Verified	ASPL0000002022	Putative bifunctional dethiobiotin synthetase/adenosylmethionine-8-amino-7-oxononanoate aminotransferase, enzyme of the biotin biosynthesis pathway; common mutation in laboratory strains	AN6644.2	2870397
AN6645	bioF	ORF|Verified	ASPL0000007027	Putative 8-amino-7-oxononanoate synthase with a predicted role in Coenzyme A and pantothenate biosynthesis	AN6645.2	2870398
AN6646	AN6646	ORF|Uncharacterized	ASPL0000002897	Protein of unknown function	AN6646.2	2870400
AN6647	AN6647	ORF|Uncharacterized	ASPL0000007890	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN6647.2	2870396
AN6648	AN6648	ORF|Uncharacterized	ASPL0000003868	Protein of unknown function	AN6648.2	2870399
AN6649	fatC	ORF|Uncharacterized	ASPL0000008722	Putative fatty acyl-CoA synthetase	AN6649.2	2870416
AN6650	mcsA	ORF|Verified	ASPL0000001166	Methylcitrate synthase with a predicted role in the methylcitrate pathway or the TCA cycle; transcript upregulated by exposure to ethanol	AN6650.2	2870401
AN6651	AN6651	ORF|Uncharacterized	ASPL0000006180	Ortholog(s) have ATP binding, ATPase activity, role in poly(A)+ mRNA export from nucleus, ribosomal small subunit biogenesis and cytoplasm, plasma membrane, polysome localization	AN6651.2	2870418
AN6652	bglE	ORF|Uncharacterized	ASPL0000002016	Putative beta-glucosidase	AN6652.2	2870419
AN6653	acuE	ORF|Verified	ASPL0000007017	Malate synthase, required for utilization of acetate as carbon source; transcription induction by acetate mediated by FacB; carbon catabolite repression mediated by CreA; transcription induction by long-chain fatty acids mediated by FarA	AN6653.2	2870422
AN6654	AN6654	ORF|Uncharacterized	ASPL0000002887	Has domain(s) with predicted catalytic activity, glutamate-ammonia ligase activity and role in glutamine biosynthetic process, nitrogen compound metabolic process	AN6654.2	2870417
AN6655	gudC	ORF|Uncharacterized	ASPL0000007882	Putative glucose 1-dehydrogenase	AN6655.2	2870421
AN6656	pgaD	ORF|Uncharacterized	ASPL0000003862	Putative enodopolygalacturonase	AN6656.2	2870420
AN6657	AN6657	ORF|Uncharacterized	ASPL0000008718	Ortholog of A. fumigatus Af293 : Afu6g03400, A. niger CBS 513.88 : An15g02040, Neosartorya fischeri NRRL 181 : NFIA_049930, Aspergillus wentii : Aspwe1_0168205 and Aspergillus versicolor : Aspve1_0086179	AN6657.2	2870402
AN6658	AN6658	ORF|Uncharacterized	ASPL0000004769	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN6658.2	2870426
AN6659	AN6659	ORF|Uncharacterized	ASPL0000000599	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN6659.2	2870448
AN6660	AN6660	ORF|Uncharacterized	ASPL0000002014	Ortholog of Aspergillus versicolor : Aspve1_0080489, Aspve1_0081263 and Aspergillus sydowii : Aspsy1_0039504, Aspsy1_0051926	AN6660.2	2870424
AN6661	AN6661	ORF|Uncharacterized	ASPL0000007007	Protein of unknown function	AN6661.2	2870425
AN6663	AN6663	ORF|Uncharacterized	ASPL0000007876	Protein of unknown function	AN6663.2	2870451
AN6664	AN6664	ORF|Uncharacterized	ASPL0000003856	Has domain(s) with predicted role in cell wall macromolecule catabolic process	AN6664.2	2870449
AN6665	AN6665	ORF|Uncharacterized	ASPL0000008710	Protein of unknown function	AN6665.2	2870452
AN6666	AN6666	ORF|Uncharacterized	ASPL0000004767	Protein of unknown function	AN6666.2	2870456
