trans_id	gene_id	locus	Prod_name	Pfam	KeggEC	GO	KeggPathways	sigP3	sigP4	TmHMM	TopKeggBlast
B9J08_004948T0	B9J08_004948	B9J08_004948	 name="hypothetical protein" 	PF00790.14|VHS[VHS domain];PF01363.16|FYVE[FYVE zinc finger]	.	GO:0045053;GO:0046872;GO:0043130;GO:0006623;GO:0032266;GO:0045324;GO:0033565	ko04145[Phagosome]	.	.	.	.
B9J08_004949T0	B9J08_004949	B9J08_004949	 name="hypothetical protein" 	PF00278.17|Orn_DAP_Arg_deC[Pyridoxal-dependent decarboxylase, C-terminal sheet domain];PF02784.11|Orn_Arg_deC_N[Pyridoxal-dependent decarboxylase, pyridoxal binding domain]	EC:4.1.1.17[Ornithine decarboxylase.]	GO:0015940;GO:0004586;EC:4.1.1.17;GO:0009446	ko00480[Glutathione metabolism]	.	.	.	.
B9J08_004950T0	B9J08_004950	B9J08_004950	 name="hypothetical protein" 	PF00149.23|Metallophos[Calcineurin-like phosphoesterase]	EC:3.1.3.16[Phosphoprotein phosphatase.]	EC:3.1.3.16;GO:0004721;GO:0006470	ko04360[Axon guidance];ko04380[Osteoclast differentiation];ko05014[Amyotrophic lateral sclerosis (ALS)];ko05010[Alzheimer's disease];ko04210[Apoptosis];ko04662[B cell receptor signaling pathway];ko04720[Long-term potentiation];ko04310[Wnt signaling pathway];ko04650[Natural killer cell mediated cytotoxicity];ko04660[T cell receptor signaling pathway];ko04020[Calcium signaling pathway];ko04370[VEGF signaling pathway];ko04114[Oocyte meiosis]	.	.	.	.
B9J08_004951T0	B9J08_004951	B9J08_004951	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_004952T0	B9J08_004952	B9J08_004952	 name="hypothetical protein" 	PF09742.4|Dymeclin[Dyggve-Melchior-Clausen syndrome protein];PF12722.2|Hid1[High-temperature-induced dauer-formation protein]	.	GO:0005634;GO:0005829	.	.	.	.	.
B9J08_004953T0	B9J08_004953	B9J08_004953	 name="hypothetical protein" 	PF10273.4|WGG[Pre-rRNA-processing protein TSR2]	.	GO:0000462	.	.	.	.	.
B9J08_004954T0	B9J08_004954	B9J08_004954	 name="hypothetical protein" 	PF00004.24|AAA[ATPase family associated with various cellular activities (AAA)];PF13401.1|AAA_22[AAA domain];PF01426.13|BAH[BAH domain];PF13191.1|AAA_16[AAA ATPase domain]	.	GO:0003688;GO:0030466;GO:0005524;GO:0005664;GO:0006270;EC:3.6.1.3;GO:0031261;GO:0006267;GO:0005656;GO:0003682;GO:0016887	ko04113[Meiosis - yeast];ko04111[Cell cycle - yeast]	.	.	.	.
B9J08_004955T0	B9J08_004955	B9J08_004955	 name="septum-promoting GTP-binding protein 1" 	PF08477.8|Miro[Miro-like protein];PF04670.7|Gtr1_RagA[Gtr1/RagA G protein conserved region];PF00025.16|Arf[ADP-ribosylation factor family];PF00071.17|Ras[Ras family]	.	GO:0044732;GO:0010973;GO:0034613;GO:0031028;GO:0005525;GO:0003924	.	.	.	.	.
B9J08_004956T0	B9J08_004956	B9J08_004956	 name="40S ribosomal protein S1-A" 	PF01015.13|Ribosomal_S3Ae[Ribosomal S3Ae family]	.	GO:0030446;GO:0006412;GO:0003735;GO:0022627	.	.	.	.	.
B9J08_004957T0	B9J08_004957	B9J08_004957	 name="hypothetical protein" 	PF00168.25|C2[C2 domain]	.	GO:0008289;GO:0090158;GO:0060304;GO:0032541;GO:0016021;GO:0005933	.	.	.	TMH:1	.
B9J08_004958T0	B9J08_004958	B9J08_004958	 name="60S ribosomal protein L6-B" 	PF01159.14|Ribosomal_L6e[Ribosomal protein L6e]	.	GO:0005730;GO:0002181;GO:0000027;GO:0022625;GO:0003735	.	.	.	.	.
B9J08_004959T0	B9J08_004959	B9J08_004959	 name="hypothetical protein" 	PF00254.23|FKBP_C[FKBP-type peptidyl-prolyl cis-trans isomerase]	EC:5.2.1.8[Peptidylprolyl isomerase.]	GO:0006457;GO:0003755;GO:0005730;EC:5.2.1.8;GO:0000412;GO:0005528	.	.	.	.	.
B9J08_004960T0	B9J08_004960	B9J08_004960	 name="hypothetical protein" 	PF00860.15|Xan_ur_permease[Permease family]	.	GO:0055085;GO:0016021;GO:0005215	.	.	.	TMH:12	.
B9J08_004961T0	B9J08_004961	B9J08_004961	 name="hypothetical protein" 	PF05546.6|She9_MDM33[She9 / Mdm33 family]	.	GO:0007007;GO:0016021;GO:0005743	.	.	.	TMH:2	.
B9J08_004962T0	B9J08_004962	B9J08_004962	 name="hypothetical protein" 	PF00388.14|PI-PLC-X[Phosphatidylinositol-specific phospholipase C, X domain]	EC:4.6.1.13[Phosphatidylinositol diacylglycerol-lyase.]	GO:0008081;GO:0006629	.	.	.	.	.
B9J08_004963T0	B9J08_004963	B9J08_004963	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_004964T0	B9J08_004964	B9J08_004964	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_004965T0	B9J08_004965	B9J08_004965	 name="ribonucleoside-diphosphate reductase small chain" 	PF00268.16|Ribonuc_red_sm[Ribonucleotide reductase, small chain]	EC:1.17.4.1[Ribonucleoside-diphosphate reductase.]	GO:0006240;GO:0005634;GO:0051063;GO:0005829;GO:0046704;GO:0055114	ko00480[Glutathione metabolism];ko04115[p53 signaling pathway];ko00240[Pyrimidine metabolism]	.	.	.	.
B9J08_004966T0	B9J08_004966	B9J08_004966	 name="hypothetical protein" 	PF04034.8|DUF367[Domain of unknown function (DUF367)];PF04068.10|RLI[Possible Fer4-like domain in RNase L inhibitor, RLI]	.	GO:0005634;GO:0016021;GO:0030490;GO:0005737	.	.	.	.	.
B9J08_004967T0	B9J08_004967	B9J08_004967	 name="hypothetical protein" 	PF05378.8|Hydant_A_N[Hydantoinase/oxoprolinase N-terminal region];PF01968.13|Hydantoinase_A[Hydantoinase/oxoprolinase];PF02538.9|Hydantoinase_B[Hydantoinase B/oxoprolinase]	EC:3.5.2.9[5-oxoprolinase (ATP-hydrolyzing).]	EC:3.5.2.9;GO:0017168	.	.	.	.	.
B9J08_004968T0	B9J08_004968	B9J08_004968	 name="hypothetical protein" 	PF02204.13|VPS9[Vacuolar sorting protein 9 (VPS9) domain]	.	.	.	.	.	.	.
B9J08_004969T0	B9J08_004969	B9J08_004969	 name="hypothetical protein" 	PF00515.23|TPR_1[Tetratricopeptide repeat];PF13414.1|TPR_11[TPR repeat];PF07719.12|TPR_2[Tetratricopeptide repeat]	.	GO:0032947;GO:0006620;GO:0009408;GO:0072380	.	.	.	.	.
B9J08_004970T0	B9J08_004970	B9J08_004970	 name="hypothetical protein" 	PF00225.18|Kinesin[Kinesin motor domain]	.	GO:0000132;GO:0005524;GO:0005881;GO:0030473;EC:3.6.4.4;GO:0070463;GO:0005880;GO:0070462;GO:0032888;GO:0031115;GO:0008574;GO:0030472;GO:0008152;GO:0051228;GO:0008017;GO:0090307	.	.	.	.	.
B9J08_004971T0	B9J08_004971	B9J08_004971	 name="hypothetical protein" 	.	.	GO:0033554;GO:0030447;GO:0044464	.	.	.	.	.
B9J08_004972T0	B9J08_004972	B9J08_004972	 name="hypothetical protein" 	PF08238.7|Sel1[Sel1 repeat]	.	GO:0006038;GO:0008047	.	.	.	.	.
B9J08_004973T0	B9J08_004973	B9J08_004973	 name="hypothetical protein" 	PF00179.21|UQ_con[Ubiquitin-conjugating enzyme]	EC:6.3.2.19[Ubiquitin--protein ligase.]	GO:0006513;GO:0000166;GO:0030433;GO:0016021;GO:0005789;GO:0000209;GO:0004842	ko04141[Protein processing in endoplasmic reticulum];ko05012[Parkinson's disease]	.	.	TMH:1	.
B9J08_004974T0	B9J08_004974	B9J08_004974	 name="hypothetical protein" 	PF14033.1|DUF4246[Protein of unknown function (DUF4246)]	.	.	.	.	.	.	.
B9J08_004975T0	B9J08_004975	B9J08_004975	 name="hypothetical protein" 	PF12847.2|Methyltransf_18[Methyltransferase domain];PF08242.7|Methyltransf_12[Methyltransferase domain];PF13649.1|Methyltransf_25[Methyltransferase domain];PF08241.7|Methyltransf_11[Methyltransferase domain];PF01209.13|Ubie_methyltran[ubiE/COQ5 methyltransferase family];PF13489.1|Methyltransf_23[Methyltransferase domain];PF13847.1|Methyltransf_31[Methyltransferase domain];PF05175.9|MTS[Methyltransferase small domain]	.	GO:0008168;GO:0032259	.	.	.	.	.
B9J08_004976T0	B9J08_004976	B9J08_004976	 name="hypothetical protein" 	PF12847.2|Methyltransf_18[Methyltransferase domain];PF13659.1|Methyltransf_26[Methyltransferase domain];PF08242.7|Methyltransf_12[Methyltransferase domain];PF13649.1|Methyltransf_25[Methyltransferase domain];PF08241.7|Methyltransf_11[Methyltransferase domain];PF01209.13|Ubie_methyltran[ubiE/COQ5 methyltransferase family];PF13489.1|Methyltransf_23[Methyltransferase domain];PF13847.1|Methyltransf_31[Methyltransferase domain]	.	.	.	.	.	.	.
B9J08_004977T0	B9J08_004977	B9J08_004977	 name="hypothetical protein" 	PF00069.20|Pkinase[Protein kinase domain];PF07714.12|Pkinase_Tyr[Protein tyrosine kinase]	EC:2.7.11.1[Non-specific serine/threonine protein kinase.]	GO:0005524;GO:0004674;EC:2.7.11;GO:0006468	ko04711[Circadian rhythm - fly];ko04340[Hedgehog signaling pathway]	.	.	.	.
B9J08_004978T0	B9J08_004978	B9J08_004978	 name="hypothetical protein" 	PF01428.11|zf-AN1[AN1-like Zinc finger]	.	GO:0005634;GO:0043161;GO:0071243;GO:0070628;GO:0008270;GO:0005737	.	.	.	.	.
B9J08_004979T0	B9J08_004979	B9J08_004979	 name="hypothetical protein" 	PF01876.11|RNase_P_p30[RNase P subunit p30]	EC:3.1.26.5[Ribonuclease P.]	GO:0003723;GO:0005655;GO:0006364;GO:0008033;GO:0000172;GO:0034965;GO:0005829;GO:0090502;GO:0006379;GO:0004540	ko03013[RNA transport]	.	.	.	.
B9J08_004980T0	B9J08_004980	B9J08_004980	 name="hypothetical protein" 	PF06881.6|Elongin_A[RNA polymerase II transcription factor SIII (Elongin) subunit A]	.	GO:0005634;GO:0006355;GO:0016021	.	.	.	.	.
B9J08_004982T0	B9J08_004982	B9J08_004982	 name="hypothetical protein" 	PF03765.10|CRAL_TRIO_N[CRAL/TRIO, N-terminal domain];PF00650.15|CRAL_TRIO[CRAL/TRIO domain]	.	GO:0016126;GO:0035690;GO:0042802;GO:0008654;GO:0005811;GO:0008526;GO:0015914;GO:0043942;GO:0005886;GO:0005628	.	.	.	.	.
B9J08_004983T0	B9J08_004983	B9J08_004983	 name="hypothetical protein" 	PF10447.4|EXOSC1[Exosome component EXOSC1/CSL4]	.	GO:0003723;GO:0034427;GO:0000176;GO:0000467;GO:0071035;GO:0070481;GO:0000177;GO:0005829;GO:0071038	.	.	.	.	.
B9J08_004984T0	B9J08_004984	B9J08_004984	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_004985T0	B9J08_004985	B9J08_004985	 name="hypothetical protein" 	.	.	GO:0006031;GO:0032174;GO:0000131;GO:0005940;GO:0000917	.	.	.	.	.
B9J08_004986T0	B9J08_004986	B9J08_004986	 name="hypothetical protein" 	PF00042.17|Globin[Globin]	.	GO:0020037;GO:0019825;GO:0005737	.	.	.	.	.
B9J08_004987T0	B9J08_004987	B9J08_004987	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_004988T0	B9J08_004988	B9J08_004988	 name="hypothetical protein" 	PF00170.16|bZIP_1[bZIP transcription factor];PF07716.10|bZIP_2[Basic region leucine zipper]	.	GO:0006355;GO:0043565;GO:0003700	.	.	.	.	.
B9J08_004989T0	B9J08_004989	B9J08_004989	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:2	.
B9J08_004990T0	B9J08_004990	B9J08_004990	 name="40S ribosomal protein S2" 	TIGR01020[rpsE_arch: ribosomal protein S5];PF00333.15|Ribosomal_S5[Ribosomal protein S5, N-terminal domain];PF03719.10|Ribosomal_S5_C[Ribosomal protein S5, C-terminal domain]	.	GO:0070181;GO:0032040;GO:0006407;GO:0006412;GO:0003735;GO:0022627;GO:0045903	.	.	.	.	.
B9J08_004991T0	B9J08_004991	B9J08_004991	 name="hypothetical protein" 	.	.	GO:0008143;GO:1902373;GO:0005635;GO:0006378;GO:0005737;GO:0016973;GO:0036002;GO:0043488;GO:0043144	.	.	.	.	.
B9J08_004992T0	B9J08_004992	B9J08_004992	 name="T-complex protein 1 subunit beta" 	TIGR02341[chap_CCT_beta: T-complex protein 1, beta subunit];PF00118.19|Cpn60_TCP1[TCP-1/cpn60 chaperonin family]	.	GO:0006457;GO:0005634;GO:0005524;GO:0051082;GO:0005832	.	.	.	.	.
B9J08_004993T0	B9J08_004993	B9J08_004993	 name="aspartate-tRNA ligase%2C cytoplasmic" 	TIGR00458[aspS_nondisc: aspartate--tRNA(Asn) ligase];PF00152.15|tRNA-synt_2[tRNA synthetases class II (D, K and N)];PF01336.20|tRNA_anti-codon[OB-fold nucleic acid binding domain]	EC:6.1.1.12[Aspartate--tRNA ligase.]	GO:0006422;GO:0003723;GO:0005634;GO:0005524;EC:6.1.1.12;GO:0005829;GO:0004815	.	.	.	.	.
B9J08_004998T0	B9J08_004998	B9J08_004998	 name="glutathione synthetase" 	TIGR01986[glut_syn_euk: glutathione synthetase];PF03199.10|GSH_synthase[Eukaryotic glutathione synthase];PF03917.12|GSH_synth_ATP[Eukaryotic glutathione synthase, ATP binding domain]	EC:6.3.2.3[Glutathione synthase.]	GO:0000287;GO:0098849;GO:0005524;GO:0004363;GO:0042803;GO:0036087;GO:0005829;GO:0043295;EC:6.3.2.3;GO:0090423;GO:0034635;GO:0046938;GO:0006750	.	.	.	.	.
B9J08_004999T0	B9J08_004999	B9J08_004999	 name="60S acidic ribosomal protein P2-A" 	PF00428.14|Ribosomal_60s[60s Acidic ribosomal protein]	.	GO:0005840;GO:0006414;GO:0003735	.	.	.	.	.
B9J08_005000T0	B9J08_005000	B9J08_005000	 name="hypothetical protein" 	.	.	GO:0005783;GO:0006616;GO:0000774;GO:0050790	.	.	.	.	.
B9J08_005001T0	B9J08_005001	B9J08_005001	 name="hypothetical protein" 	PF10209.4|DUF2340[Uncharacterized conserved protein (DUF2340)]	.	.	.	.	.	.	.
B9J08_005002T0	B9J08_005002	B9J08_005002	 name="hypothetical protein" 	PF00307.26|CH[Calponin homology (CH) domain]	.	GO:0016021	.	.	.	TMH:1	.
B9J08_005003T0	B9J08_005003	B9J08_005003	 name="casein kinase II subunit alpha'" 	PF00069.20|Pkinase[Protein kinase domain];PF01636.18|APH[Phosphotransferase enzyme family];PF07714.12|Pkinase_Tyr[Protein tyrosine kinase]	EC:2.7.11.1[Non-specific serine/threonine protein kinase.]	GO:0035690;GO:0005524;GO:0005956;GO:0007535;GO:0006974;GO:0034456;GO:0006359;GO:0006468;GO:0019722;GO:0006356;GO:0071470;GO:0004674;GO:0034599;GO:0051301;EC:2.7.11;GO:0009405;GO:0001300	ko04310[Wnt signaling pathway];ko04712[Circadian rhythm - plant];ko04530[Tight junction];ko05162[Measles];ko04520[Adherens junction]	.	.	.	.
B9J08_005004T0	B9J08_005004	B9J08_005004	 name="hypothetical protein" 	.	.	GO:0044424	.	.	.	.	.
B9J08_005005T0	B9J08_005005	B9J08_005005	 name="ribosomal protein L15" 	TIGR01071[rplO_bact: ribosomal protein L15];PF00828.14|Ribosomal_L18e[Ribosomal protein L18e/L15]	.	GO:0005762;GO:0006412;GO:0003735	.	.	.	.	.
B9J08_005006T0	B9J08_005006	B9J08_005006	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:1	.
B9J08_005007T0	B9J08_005007	B9J08_005007	 name="hypothetical protein" 	PF13249.1|Prenyltrans_2[Prenyltransferase-like];PF13243.1|Prenyltrans_1[Prenyltransferase-like];PF00432.16|Prenyltrans[Prenyltransferase and squalene oxidase repeat]	.	EC:5.4.99.7;GO:0000250;GO:0005829;GO:0005811;GO:0006696	.	.	.	.	.
B9J08_005008T0	B9J08_005008	B9J08_005008	 name="hypothetical protein" 	PF03813.9|Nrap[Nrap protein]	.	GO:0042493	.	.	.	.	.
B9J08_005009T0	B9J08_005009	B9J08_005009	 name="hypothetical protein" 	PF08508.5|DUF1746[Fungal domain of unknown function (DUF1746)]	.	GO:0016021	.	.	.	TMH:3	.
B9J08_005010T0	B9J08_005010	B9J08_005010	 name="DNA-directed RNA polymerase I and III subunit RPAC1" 	PF01000.21|RNA_pol_A_bac[RNA polymerase Rpb3/RpoA insert domain];PF01193.19|RNA_pol_L[RNA polymerase Rpb3/Rpb11 dimerisation domain]	.	GO:0003677;GO:0006360;GO:0001054;GO:0005666;GO:0046983;GO:0005829;GO:0001056;GO:0042797;GO:0005736	ko04623[Cytosolic DNA-sensing pathway];ko00240[Pyrimidine metabolism];ko03020[RNA polymerase]	.	.	.	.
B9J08_005011T0	B9J08_005011	B9J08_005011	 name="hypothetical protein" 	PF01105.19|EMP24_GP25L[emp24/gp25L/p24 family/GOLD]	.	GO:0006810;GO:0005794;GO:0016021;GO:0005789	.	.	.	TMH:2	.
B9J08_005012T0	B9J08_005012	B9J08_005012	 name="hypothetical protein" 	PF12298.3|Bot1p[Eukaryotic mitochondrial regulator protein]	.	GO:0043229;GO:0016020;GO:0044444	.	.	.	.	.
B9J08_005013T0	B9J08_005013	B9J08_005013	 name="hypothetical protein" 	PF00069.20|Pkinase[Protein kinase domain];PF07714.12|Pkinase_Tyr[Protein tyrosine kinase]	EC:2.7.11.1[Non-specific serine/threonine protein kinase.]	GO:0005524;GO:0031431;GO:0006279;GO:0010620;GO:1903343;GO:0005634;GO:0000727;GO:0042802;GO:0001100;GO:0000775;GO:0033314;GO:0031938;GO:0004674;GO:0018105;GO:0043392;GO:1902975;EC:2.7.11;GO:0000082	ko04113[Meiosis - yeast];ko04111[Cell cycle - yeast]	.	.	.	.
B9J08_005014T0	B9J08_005014	B9J08_005014	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005015T0	B9J08_005015	B9J08_005015	 name="hypothetical protein" 	PF04427.13|Brix[Brix domain]	.	GO:0005634;GO:0035690;GO:0005829;GO:0042273	.	.	.	.	.
B9J08_005016T0	B9J08_005016	B9J08_005016	 name="hypothetical protein" 	PF08801.6|Nucleoporin_N[Nup133 N terminal like];PF03177.9|Nucleoporin_C[Non-repetitive/WGA-negative nucleoporin C-terminal]	.	GO:0035392;GO:0016020;GO:0000781;GO:0006999;GO:0031990;GO:0016973;GO:0000122;GO:0006302;GO:0005829;GO:0000973;GO:0031081;GO:0030466;GO:0034398;GO:0006409;GO:0045944;GO:0031080;GO:0006606;GO:0017056	.	.	.	.	.
B9J08_005017T0	B9J08_005017	B9J08_005017	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005018T0	B9J08_005018	B9J08_005018	 name="thymidylate synthase" 	PF04119.7|HSP9_HSP12[Heat shock protein 9/12];PF00303.14|Thymidylat_synt[Thymidylate synthase];TIGR03284[thym_sym: thymidylate synthase]	EC:2.1.1.45[Thymidylate synthase.]	GO:0006231;GO:0006235;EC:2.1.1.45;GO:0004799;GO:0032259	ko00670[One carbon pool by folate]	.	.	.	.
B9J08_005019T0	B9J08_005019	B9J08_005019	 name="hypothetical protein" 	PF03061.17|4HBT[Thioesterase superfamily]	.	GO:0016021;GO:0005739	.	.	.	TMH:1	.
B9J08_005020T0	B9J08_005020	B9J08_005020	 name="hypothetical protein" 	PF02902.14|Peptidase_C48[Ulp1 protease family, C-terminal catalytic domain]	.	GO:0030261;GO:0005634;GO:0006276;GO:0007094;GO:0016926;GO:0016929	.	.	.	.	.
B9J08_005021T0	B9J08_005021	B9J08_005021	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005022T0	B9J08_005022	B9J08_005022	 name="hypothetical protein" 	PF08491.5|SE[Squalene epoxidase];PF13450.1|NAD_binding_8[NAD(P)-binding Rossmann-like domain];PF01494.14|FAD_binding_3[FAD binding domain]	EC:1.14.13.9[Kynurenine 3-monooxygenase.]	EC:1.14.13.9;GO:0036180;GO:0036170;GO:0009267;GO:0006569;GO:0005741;GO:0055114;GO:0004502;GO:0043420;GO:0034354;GO:0016021;GO:0005886;GO:0019805;GO:0071949	.	.	.	TMH:4	.
B9J08_005023T0	B9J08_005023	B9J08_005023	 name="hypothetical protein" 	PF04280.10|Tim44[Tim44-like domain]	.	GO:0030674;GO:0051087;GO:0005886;GO:0030150;GO:0001405	.	.	.	.	.
B9J08_005024T0	B9J08_005024	B9J08_005024	 name="hypothetical protein" 	PF01412.13|ArfGap[Putative GTPase activating protein for Arf]	.	GO:0030126;GO:0048205;GO:0043547;GO:0006890;GO:0006888;GO:0005793;GO:0005096;GO:0000139	.	.	.	.	.
B9J08_005025T0	B9J08_005025	B9J08_005025	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily];PF00083.19|Sugar_tr[Sugar (and other) transporter]	.	GO:0055085;GO:0016021;GO:0022857	.	.	.	TMH:10	.
B9J08_005026T0	B9J08_005026	B9J08_005026	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:4	.
B9J08_005027T0	B9J08_005027	B9J08_005027	 name="hypothetical protein" 	PF00107.21|ADH_zinc_N[Zinc-binding dehydrogenase]	EC:1.3.1.38[Trans-2-enoyl-CoA reductase (NADPH).]	GO:0004319;GO:0055114;GO:0019166;GO:0000166;EC:1.3.1.38;GO:0008270;EC:1.3.1.10;GO:0005739;GO:0006633	.	.	.	.	.
B9J08_005028T0	B9J08_005028	B9J08_005028	 name="hypothetical protein" 	PF13594.1|Amidohydro_5[Amidohydrolase];PF13147.1|Amidohydro_4[Amidohydrolase];PF01979.15|Amidohydro_1[Amidohydrolase family]	EC:3.5.2.5[Allantoinase.]	GO:0046872;GO:0016812;GO:0016888;GO:0006259;EC:3.1.21	.	.	.	.	.
B9J08_005029T0	B9J08_005029	B9J08_005029	 name="hypothetical protein" 	PF11326.3|DUF3128[Protein of unknown function (DUF3128)]	.	GO:0016020;GO:0030437;GO:0045944;GO:0033108	.	.	.	.	.
B9J08_005030T0	B9J08_005030	B9J08_005030	 name="GTP-binding protein RHO3" 	PF08477.8|Miro[Miro-like protein];PF00025.16|Arf[ADP-ribosylation factor family];PF00071.17|Ras[Ras family]	.	GO:0090338;GO:0071963;GO:0016020;GO:0000226;GO:0005634;GO:0010590;GO:0045921;GO:0030950;GO:0003924;GO:0005829;GO:0007264;GO:0005525;GO:0005933	.	.	.	.	.
B9J08_005031T0	B9J08_005031	B9J08_005031	 name="hypothetical protein" 	PF04003.7|Utp12[Dip2/Utp12 Family]	.	GO:0000462;GO:0033553;GO:0032040;GO:0045943;GO:0044451;GO:0034455	.	.	.	.	.
B9J08_005032T0	B9J08_005032	B9J08_005032	 name="hypothetical protein" 	PF03901.12|Glyco_transf_22[Alg9-like mannosyltransferase family]	EC:2.4.1.-[Hexosyltransferases.]	GO:0097502;GO:0006506;GO:0005783;EC:2.4.1.130;GO:0006276;GO:0004584;GO:0016021	.	.	.	TMH:5	.
B9J08_005033T0	B9J08_005033	B9J08_005033	 name="hypothetical protein" 	PF00004.24|AAA[ATPase family associated with various cellular activities (AAA)];PF07724.9|AAA_2[AAA domain (Cdc48 subfamily)];PF05673.8|DUF815[Protein of unknown function (DUF815)];PF13191.1|AAA_16[AAA ATPase domain];PF07728.9|AAA_5[AAA domain (dynein-related subfamily)]	.	GO:0070682;GO:0008233;GO:0005524;GO:0045899;GO:0042802;GO:0061638;GO:0034399;GO:0006511;GO:0005829;GO:0008540	.	.	.	.	.
B9J08_005034T0	B9J08_005034	B9J08_005034	 name="hypothetical protein" 	PF10351.4|Apt1[Golgi-body localisation protein domain];PF10359.4|Fmp27_WPPW[RNA pol II promoter Fmp27 protein domain];PF10293.4|DUF2405[Domain of unknown function (DUF2405)];PF10347.4|Fmp27_GFWDK[RNA pol II promoter Fmp27 protein domain];PF10344.4|Fmp27[Mitochondrial protein from FMP27];PF10305.4|Fmp27_SW[RNA pol II promoter Fmp27 protein domain]	.	.	.	.	.	TMH:1	.
B9J08_005035T0	B9J08_005035	B9J08_005035	 name="hypothetical protein" 	PF02893.15|GRAM[GRAM domain];PF00566.13|RabGAP-TBC[Rab-GTPase-TBC domain]	.	GO:0006886;GO:0005509;GO:0005737	.	.	.	.	.
B9J08_005036T0	B9J08_005036	B9J08_005036	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005037T0	B9J08_005037	B9J08_005037	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005038T0	B9J08_005038	B9J08_005038	 name="hypothetical protein" 	PF01000.21|RNA_pol_A_bac[RNA polymerase Rpb3/RpoA insert domain];PF01193.19|RNA_pol_L[RNA polymerase Rpb3/Rpb11 dimerisation domain]	.	GO:0003899;GO:0005665;GO:0042493;GO:0003677;EC:2.7.7.6;GO:0005829;GO:0006351;GO:0046983	ko05016[Huntington's disease];ko00240[Pyrimidine metabolism];ko03020[RNA polymerase]	.	.	.	.
B9J08_005039T0	B9J08_005039	B9J08_005039	 name="phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase" 	PF00977.16|His_biosynth[Histidine biosynthesis protein];TIGR02129[hisA_euk: phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase]	EC:5.3.1.16[isomerase.]	GO:0003949;GO:0000105;EC:5.3.1.16	.	.	.	.	.
B9J08_005040T0	B9J08_005040	B9J08_005040	 name="hypothetical protein" 	.	.	GO:0000462;GO:0005730;GO:0005737	.	.	.	.	.
B9J08_005041T0	B9J08_005041	B9J08_005041	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_005042T0	B9J08_005042	B9J08_005042	 name="hypothetical protein" 	PF05786.9|Cnd2[Condensin complex subunit 2]	.	GO:0032116;GO:0051301;GO:0003682;GO:0006268;GO:0000799;GO:0070058;GO:0007076	.	.	.	.	.
B9J08_005043T0	B9J08_005043	B9J08_005043	 name="hypothetical protein" 	PF00107.21|ADH_zinc_N[Zinc-binding dehydrogenase];PF13602.1|ADH_zinc_N_2[Zinc-binding dehydrogenase]	.	GO:0008270;GO:0055114;GO:0016491	.	.	.	.	.
B9J08_005044T0	B9J08_005044	B9J08_005044	 name="hypothetical protein" 	PF00004.24|AAA[ATPase family associated with various cellular activities (AAA)];PF01434.13|Peptidase_M41[Peptidase family M41]	EC:3.4.24.-[Metalloendopeptidases.]	GO:0006457;EC:3.4.24;GO:0005524;GO:0004222;GO:0031942;GO:0051604;GO:0006515;GO:0004176;GO:0045041;GO:0001300	.	.	.	.	.
B9J08_005045T0	B9J08_005045	B9J08_005045	 name="hypothetical protein" 	PF14259.1|RRM_6[RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)];PF00076.17|RRM_1[RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)]	.	GO:0042780;GO:0035649;GO:0001068;GO:0000176;GO:0071034;GO:0071028;GO:0031124;GO:0019904;GO:0071041;GO:0000166;GO:0031126;GO:0030847;GO:0034472	.	.	.	.	.
B9J08_005046T0	B9J08_005046	B9J08_005046	 name="hypothetical protein" 	PF11788.3|MRP-L46[39S mitochondrial ribosomal protein L46]	.	GO:0005762;GO:0003735	.	.	.	.	.
B9J08_005047T0	B9J08_005047	B9J08_005047	 name="hypothetical protein" 	PF07970.7|COPIIcoated_ERV[Endoplasmic reticulum vesicle transporter];PF13850.1|ERGIC_N[Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)]	.	GO:0030134;GO:0030173;GO:0030176;GO:0006888	.	.	.	TMH:2	.
